"collection","pathway","pval","padj","ES","NES","size","leadingEdge_count","leadingEdge_entrez","leadingEdge_symbols"
"Hallmark","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",9.1953383453126e-09,4.50571578920317e-07,-0.496521509661276,-2.07029191557993,165,61,"13601;12931;21859;17181;12843;12111;18596;13612;68588;14451;21857;16852;16010;13003;13732;107581;12834;30794;20720;13132;50706;65112;20649;16949;12842;20750;235106;22418;14314;18542;18787;20692;18858;16009;17313;22003;20564;12406;16419;16948;12332;12825;12814;21817;12831;18129;20563;218952;14119;21810;12552;20315;17220;107528;67305;12835;23876;19288;21826;14173;16402","Ecm1;Crlf1;Timp3;Matn2;Col1a2;Bgn;Pdgfrb;Edil3;Cthrc1;Gas1;Timp1;Lgals1;Igfbp4;Vcan;Emp3;Col16a1;Col6a2;Pdlim4;Serpine2;Dab2;Postn;Pmepa1;Sntb1;Loxl1;Col1a1;Spp1;Ntm;Wnt5a;Fstl1;Pcolce;Serpine1;Sparc;Pmp22;Igfbp3;Mgp;Tpm1;Slit3;Serpinh1;Itgb5;Lox;Capg;Col3a1;Col11a1;Tgm2;Col5a1;Notch2;Slit2;Fermt2;Fbn2;Tgfbi;Cdh11;Cxcl12;Mcm7;Magee1;Gpx7;Col6a3;Fbln5;Ptx3;Thbs2;Fgf2;Itga5"
"Hallmark","HALLMARK_FATTY_ACID_METABOLISM",0.00228156604452785,0.0372655787272881,-0.389717448194731,-1.56034500578639,119,41,"11529;13808;68021;52683;16852;12167;18194;52538;11370;208715;11429;11564;66841;51798;15107;14104;67460;110460;14645;67442;15490;12896;17449;14874;17252;17025;66945;23986;12894;17448;70335;78920;74754;11430;98314;12349;75624;20917;12972;56451;56690","Adh7;Eno3;Bphl;Ncaph2;Lgals1;Bmpr1b;Nsdhl;Acaa2;Acadvl;Hmgcs1;Aco2;Adsl;Etfdh;Ech1;Hadh;Fasn;Decr1;Acat2;Glul;Retsat;Hsd17b7;Cpt2;Mdh1;Gstz1;Rdh11;Alad;Sdha;Eci2;Cpt1a;Mdh2;Reep6;Dlst;Dhcr24;Acox1;D2hgdh;Car2;Metap1;Suclg2;Cryz;Suclg1;Mlycd"
"Hallmark","HALLMARK_XENOBIOTIC_METABOLISM",0.00172255706481738,0.0372655787272881,-0.38818077691242,-1.57644477553412,131,56,"13110;11529;68021;16480;16010;110213;26874;59083;246277;18984;110172;11669;71093;22021;11429;18787;66841;223455;51798;56376;109672;14865;69071;18104;18107;18618;21808;74134;110351;16177;233016;67442;66397;12035;11761;78038;29858;50500;53328;22436;66082;14528;51793;11655;67880;14102;29811;14854;50997;11430;12349;11532;108037;14629;108156;21937","Cyp2j6;Adh7;Bphl;Jup;Igfbp4;Tmbim6;Abcd2;Fetub;Csad;Por;Slc35b1;Aldh2;Atoh8;Tpst1;Aco2;Serpine1;Etfdh;Marchf6;Ech1;Pdlim5;Cyb5a;Gstm4;Tmem97;Nqo1;Nmt1;Pemt;Tgfb2;Cyp2s1;Rap1gap;Il1r1;Blvrb;Retsat;Sar1b;Bcat1;Aox1;Mccc2;Pmm1;Ttpa;Pgrmc1;Xdh;Abhd6;Gch1;Ddah2;Alas1;Dcxr;Fas;Ndrg2;Gss;Mpp2;Acox1;Car2;Adh5;Shmt2;Gclc;Mthfd1;Tnfrsf1a"
"Hallmark","HALLMARK_ANGIOGENESIS",0.00760810083866973,0.0621328235158028,-0.563596580892714,-1.64589117155204,24,11,"20198;21857;13003;50706;20750;14314;12825;14083;14182;11820;16976","S100a4;Timp1;Vcan;Postn;Spp1;Fstl1;Col3a1;Ptk2;Fgfr1;App;Lrpap1"
"Hallmark","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.00583634905955358,0.0621328235158028,-0.451168395533085,-1.62038993701746,65,27,"68671;20788;20775;14137;18194;107503;208715;110196;68312;12387;68603;17855;51798;14104;11658;13121;110460;69071;16987;11465;192156;235293;15490;15357;170459;13595;13360","Pcyt2;Srebf2;Sqle;Fdft1;Nsdhl;Atf5;Hmgcs1;Fdps;Gstm7;Ctnnb1;Pmvk;Mvk;Ech1;Fasn;Alcam;Cyp51;Acat2;Tmem97;Lss;Actg1;Mvd;Sc5d;Hsd17b7;Hmgcr;Stard4;Ebp;Dhcr7"
"Hallmark","HALLMARK_INFLAMMATORY_RESPONSE",0.00666285194659258,0.0621328235158028,-0.369089525205837,-1.47775523013081,119,44,"54371;20312;320910;11988;15117;21857;19222;13732;20306;16878;11622;68713;12977;18787;18439;18414;15980;192656;18442;17986;17069;50723;109552;11479;16177;19734;235574;20266;11541;67972;17869;218215;21930;54216;16402;16362;14745;21942;17295;18174;56212;14528;16190;11303","Chst2;Cx3cl1;Itgb8;Slc7a2;Has2;Timp1;Ptgir;Emp3;Ccl7;Lif;Ahr;Ifitm1;Csf1;Serpine1;P2rx7;Osmr;Ifngr2;Ripk2;P2ry2;Ndp;Ly6e;Icosl;Sri;Acvr1b;Il1r1;Rgs16;Atp2c1;Scn1b;Adora2b;Atp2b1;Myc;Rnf144b;Tnfaip6;Pcdh7;Itga5;Irf1;Lpar1;Tnfrsf9;Met;Slc11a2;Rhog;Gch1;Il4ra;Abca1"
"Hallmark","HALLMARK_MYOGENESIS",0.00925029734409204,0.0647520814086443,-0.373870542124967,-1.50584953150563,125,42,"17967;19245;13808;29857;16651;77559;16985;11636;15982;11568;12834;226251;12842;110196;14387;18128;225115;14681;20692;17260;16009;19223;16419;78286;18642;13845;12825;17532;17886;18104;20190;20893;11820;71994;12835;192897;140570;14173;14245;76954;11515;15184","Ncam1;Ptp4a3;Eno3;Mapk12;Sspn;Agl;Lsp1;Ak1;Ifrd1;Aebp1;Col6a2;Ablim1;Col1a1;Fdps;Gaa;Notch1;Svil;Gnao1;Sparc;Mef2c;Igfbp3;Ptgis;Itgb5;Nav2;Pfkm;Ephb3;Col3a1;Mras;Myh9;Nqo1;Ryr1;Bhlhe40;App;Cnn3;Col6a3;Itgb4;Plxnb2;Fgf2;Lpin1;Dennd2b;Adcy9;Hdac5"
"Hallmark","HALLMARK_UV_RESPONSE_DN",0.0172760191464599,0.0940583264640595,-0.345706571880107,-1.41440655956396,136,40,"12843;99633;67916;18596;18750;15117;236915;13132;57265;12842;19274;15529;18787;18858;231070;15901;20975;56376;12825;19088;20747;12814;18129;20893;109552;235574;11541;67972;17869;23876;20238;14007;71175;14745;116870;12306;17295;14815;18186;13866","Col1a2;Adgrl2;Plpp3;Pdgfrb;Prkca;Has2;Arhgef9;Dab2;Fzd2;Col1a1;Ptprm;Sdc2;Serpine1;Pmp22;Insig1;Id1;Synj2;Pdlim5;Col3a1;Prkar2b;Spop;Col11a1;Notch2;Bhlhe40;Sri;Atp2c1;Adora2b;Atp2b1;Myc;Fbln5;Atxn1;Celf2;Nipbl;Lpar1;Mta1;Anxa2;Met;Nr3c1;Nrp1;Erbb2"
"Hallmark","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.0169406332649432,0.0940583264640595,-0.509772854288828,-1.58972169095291,31,12,"16842;21414;14362;12006;12387;18128;27373;14534;27401;13543;17869;15184","Lef1;Tcf7;Fzd1;Axin2;Ctnnb1;Notch1;Csnk1e;Kat2a;Skp2;Dvl2;Myc;Hdac5"
"Hallmark","HALLMARK_APOPTOSIS",0.0298599163776804,0.146313590250634,-0.337899508072411,-1.3771225284777,135,43,"21859;12111;16842;18596;11732;223453;21857;18412;12494;13655;21858;15979;12387;235180;14863;16952;18003;16012;14083;99586;107869;15234;12257;229791;21808;11820;21973;19058;11796;67442;235293;16905;16362;12443;13866;12028;13595;14528;12189;65111;14102;12389;19401","Timp3;Bgn;Lef1;Pdgfrb;Ank;Dap;Timp1;Sqstm1;Cd38;Egr3;Timp2;Ifngr1;Ctnnb1;Fez1;Gstm2;Anxa1;Nedd9;Igfbp6;Ptk2;Dpyd;Cth;Hgf;Tspo;Plppr4;Tgfb2;App;Top2a;Ppp3r1;Birc3;Retsat;Sc5d;Lmna;Irf1;Ccnd1;Erbb2;Bax;Ebp;Gch1;Brca1;Dap3;Fas;Cav1;Rara"
"Hallmark","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.0339763687467651,0.151349278962863,0.331816874227011,1.35100653572237,86,46,"15958;19124;67168;65972;73711;22670;246696;268749;16168;211329;13709;71586;319236;100121;229003;231655;20821;67138;56791;58185;52668;209086;19106;64685;234311;15945;17858;547253;246730;243771;67775;15959;16912;16391;54123;99899;24110;19167;20847;69550;68487;56417;100038882;57444;72075;80285","Ifit2;Procr;Lpar6;Ifi30;Mvb12a;Trim26;Slc25a28;Rnf31;Il15;Ncoa7;Elf1;Ifih1;Trim12c;Tdrd7;Helz2;Oasl1;Trim21;Herc6;Ube2l6;Rsad2;Ifi27;Samd9l;Eif2ak2;Nmi;Ddx60;Cxcl10;Mx2;Parp14;Oas1a;Parp12;Rtp4;Ifit3;Psmb9;Irf9;Irf7;Ifi44;Usp18;Psma3;Stat2;Bst2;Tmem140;Adar;Isg15;Isg20;Ogfr;Parp9"
"Hallmark","HALLMARK_APICAL_JUNCTION",0.0370919881305638,0.151458951533135,-0.325859041898992,-1.33643794116975,139,31,"23880;20312;108100;19261;68481;16480;13003;107581;218397;231070;244864;15107;17395;19094;20416;14083;17886;103733;11548;64540;20563;11465;21810;12552;14431;11490;320840;192156;18015;21827;192897","Fyb1;Cx3cl1;Baiap2;Sirpa;Mpzl1;Jup;Vcan;Col16a1;Rasa1;Insig1;Layn;Hadh;Mmp9;Mapk11;Shc1;Ptk2;Myh9;Tubg1;Adra1b;Tspan4;Slit2;Actg1;Tgfbi;Cdh11;Gamt;Adam15;Negr1;Mvd;Nf1;Thbs3;Itgb4"
"Hallmark","HALLMARK_GLYCOLYSIS",0.0455212922173275,0.171580255280696,-0.314253309688133,-1.31154339464648,170,59,"54371;76429;83398;11876;77559;14042;13003;18194;22021;18452;50786;53418;15529;74747;23908;20682;16009;105785;27376;109672;22122;78688;217119;57875;14583;15366;107869;12831;23989;93683;21810;14635;11541;93692;21351;14381;14936;229782;13638;17295;17449;268373;14735;14733;17448;20969;110006;69976;58810;50798;76524;50797;104458;14629;216558;23897;69080;18451;56012","Chst2;Lhpp;Ndst3;Artn;Agl;Ext1;Vcan;Nsdhl;Tpst1;P4ha2;Hs6st2;B4galt2;Sdc2;Ddit4;Hs2st1;Sox9;Igfbp3;Kdelr3;Slc25a10;Cyb5a;Gfus;Nol3;Xylt2;Angptl4;Gfpt1;Hmmr;Cth;Col5a1;Med24;Glce;Tgfbi;Galk1;Adora2b;Glrx;Taldo1;G6pdx;Gys1;Slc35a3;Efna3;Met;Mdh1;Ppia;Gpc4;Gpc1;Mdh2;Sdc1;Gusb;Galk2;Akr1a1;Gne;Cln6;Copb2;Rars1;Gclc;Ugp2;Hax1;Gmppa;P4ha1;Pgam2"
"Hallmark","HALLMARK_ADIPOGENESIS",0.0670553935860058,0.181618759455371,-0.303904823187678,-1.2771084963934,177,54,"16651;18984;11600;11669;66445;52538;104112;15979;11429;11520;216820;13350;22228;19376;68653;51798;11512;15107;170439;27376;67460;28169;13602;57875;18107;18618;16775;18606;20850;13358;66594;13476;74610;66205;67442;230027;22272;21351;22117;11836;12896;110826;19285;13360;11303;50907;20778;17448;12266;70335;59010;68202;26457;11430","Sspn;Por;Angpt1;Aldh2;Cyc1;Acaa2;Acly;Ifngr1;Aco2;Plin2;Dhrs7b;Dgat1;Ucp2;Rab34;Samm50;Ech1;Adcy6;Hadh;Elovl6;Slc25a10;Decr1;Agpat3;Sparcl1;Angptl4;Nmt1;Pemt;Lama4;Enpp2;Stat5a;Slc25a1;Uqcr11;Reep5;Abcb8;Cd302;Retsat;Coq3;Uqcrq;Taldo1;Tst;Araf;Cpt2;Etfb;Cavin1;Dhcr7;Abca1;Preb;Scarb1;Mdh2;C3;Reep6;Sqor;Ndufa5;Slc27a1;Acox1"
"Hallmark","HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0719530102790015,0.181618759455371,-0.309452034044647,-1.27327509768983,143,51,"11988;76025;20972;21847;16010;13655;11835;14137;73710;226251;99543;71946;225115;76453;75007;18442;14104;78286;16529;16195;21817;22433;23989;20893;20315;16600;233016;207596;217837;17869;55963;11515;55948;12443;171531;67689;212862;13360;17300;18432;14281;20778;19401;27205;11640;54608;15205;14229;244152;20347;328329","Slc7a2;Cant1;Syngr1;Klf10;Igfbp4;Egr3;Ar;Fdft1;Tubb2b;Ablim1;Olfml3;Endod1;Svil;Prss23;Mindy1;P2ry2;Fasn;Nav2;Kcnk5;Il6st;Tgm2;Xbp1;Med24;Bhlhe40;Cxcl12;Klf4;Blvrb;Thsd4;Itpk1;Myc;Slc1a4;Adcy9;Sfn;Ccnd1;Mlph;Aldh3b1;Chpt1;Dhcr7;Foxc1;Mybbp1a;Fos;Scarb1;Rara;Podxl;Akap1;Abhd2;Hes1;Fkbp5;Tsku;Sema3b;Mast4"
"Hallmark","HALLMARK_IL2_STAT5_SIGNALING",0.0722713864306785,0.181618759455371,-0.302843920647354,-1.25639458042565,154,44,"13601;71602;13808;18605;12833;16878;11622;15979;20750;67547;12977;11520;18619;17117;12520;20527;18612;217057;12332;68043;11658;23834;54167;21817;22433;11492;20893;68151;74318;18810;19734;22779;69305;17869;54637;21664;21942;225010;22781;18186;16190;20443;216197;20973","Ecm1;Myo1e;Eno3;Enpp1;Col6a1;Lif;Ahr;Ifngr1;Spp1;Slc39a8;Csf1;Plin2;Penk;Amacr;Cd81;Slc2a3;Etv4;Ptrh2;Capg;Eef1akmt1;Alcam;Cdc6;Icos;Tgm2;Xbp1;Adam19;Bhlhe40;Wls;Hopx;Plec;Rgs16;Ikzf2;Dcps;Myc;Praf2;Phlda1;Tnfrsf9;Lclat1;Ikzf4;Nrp1;Il4ra;St3gal4;Ckap4;Syngr2"
"Hallmark","HALLMARK_KRAS_SIGNALING_DN",0.0637254901960784,0.181618759455371,-0.371306387043816,-1.35453683724953,70,8,"54371;56358;19125;20363;14570;20393;104027;12167","Chst2;Copz2;Prodh;Selenop;Arhgdig;Sgk1;Synpo;Bmpr1b"
"Hallmark","HALLMARK_KRAS_SIGNALING_UP",0.0741301059001513,0.181618759455371,-0.3158784234999,-1.27859603418036,129,39,"11732;14584;16480;64297;16878;20750;20440;11421;19092;20568;20682;16009;217410;104156;106052;56195;12223;18612;71683;17395;13602;57875;23882;78560;83397;67888;18080;19734;20266;16600;93692;11796;66109;11501;18186;211770;16398;79221;30951","Ank;Gfpt2;Jup;Gprc5b;Lif;Spp1;St6gal1;Ace;Prkg2;Slpi;Sox9;Igfbp3;Trib2;Etv5;Fbxo4;Ptbp2;Btc;Etv4;Gypc;Mmp9;Sparcl1;Angptl4;Gadd45g;Adgra2;Akap12;Tmem100;Nin;Rgs16;Scn1b;Klf4;Glrx;Birc3;Tspan13;Adam8;Nrp1;Trib1;Itga2;Hdac9;Cbx8"
"Hallmark","HALLMARK_SPERMATOGENESIS",0.0680100755667506,0.181618759455371,0.34697959147465,1.33651184850486,65,19,"20744;18415;15925;72350;21888;13000;17349;17354;56324;71838;22335;109880;20394;53885;93759;231600;17776;11861;12235","Strbp;Hspa4l;Ide;Zc2hc1c;Tle4;Csnk2a2;Mlf1;Mllt10;Stam2;Phf7;Vdac3;Braf;Scg5;Nphp1;Sirt1;Chfr;Mast2;Arl4a;Bub1"
"Hallmark","HALLMARK_TGF_BETA_SIGNALING",0.063758389261745,0.181618759455371,-0.401417586671567,-1.36952859665958,50,10,"15903;16997;21847;65112;12387;17130;18787;15901;15980;75788","Id3;Ltbp2;Klf10;Pmepa1;Ctnnb1;Smad6;Serpine1;Id1;Ifngr2;Smurf1"
"Hallmark","HALLMARK_ANDROGEN_RESPONSE",0.120826709062003,0.257413423653833,-0.339041513514909,-1.26610284735315,81,28,"20363;11732;14375;20393;12167;65112;208715;231070;56376;207565;192657;21807;67760;53416;22596;83397;66884;15357;69608;12443;76976;109711;74205;54608;74754;14229;56469;328365","Selenop;Ank;Xrcc6;Sgk1;Bmpr1b;Pmepa1;Hmgcs1;Insig1;Pdlim5;Camkk2;Ell2;Tsc22d1;Slc38a2;Stk39;Xrcc5;Akap12;Appbp2;Hmgcr;Sec24d;Ccnd1;Arxes2;Actn1;Acsl3;Abhd2;Dhcr24;Fkbp5;Pias1;Zmiz1"
"Hallmark","HALLMARK_E2F_TARGETS",0.118741058655222,0.257413423653833,-0.284713066486407,-1.21232246203851,199,60,"66570;14375;21877;12419;19183;21853;19718;72107;19357;70472;67629;11799;68275;19355;69263;68479;103733;15366;18972;54141;103468;21973;17220;12578;66471;105988;26934;17869;19360;21379;15374;13433;20425;17535;100710;18971;12189;19687;16881;17215;12649;110052;22059;52592;18102;20937;140917;70218;12567;106795;68298;17350;18861;17121;54124;17216;107995;15574;24061;20382","Cenpm;Xrcc6;Tk1;Cbx5;Psmc3ip;Timeless;Rfc2;Dscc1;Rad21;Atad2;Spc24;Birc5;Rpa1;Rad1;Rfc3;Phf5a;Tubg1;Hmmr;Pold2;Spag5;Nup107;Top2a;Mcm7;Cdkn2a;Anp32e;Espl1;Racgap1;Myc;Rad50;Tbrg4;Jpt1;Dnmt1;Shmt1;Mre11a;Pds5b;Pold1;Brca1;Rfc1;Lig1;Mcm3;Chek1;Dek;Trp53;Brms1l;Nme1;Suv39h1;Dclre1b;Kif18b;Cdk4;Tcf19;Ncapd2;Mlh1;Pms2;Mxd3;Cks1b;Mcm2;Cdc20;Hus1;Smc1a;Srsf2"
"Hallmark","HALLMARK_MITOTIC_SPINDLE",0.1189111747851,0.257413423653833,-0.282027647798121,-1.19950557272706,194,42,"109934;71602;68041;53860;224014;104027;328580;71774;108686;74237;269713;71704;104445;218397;17118;238130;78757;56376;83767;11799;192786;108903;18003;17886;16897;104318;208628;192662;12009;217232;18129;70394;56427;18080;21973;18015;105988;26934;223435;13043;18472;56699","Abr;Myo1e;Mid1ip1;Septin9;Fgd4;Synpo;Tubgcp6;Shroom1;Ccdc88a;Tubgcp2;Clip2;Arhgef3;Cdc42ep1;Rasa1;Marcks;Dock4;Rictor;Pdlim5;Wasf1;Birc5;Rapgef6;Tbcd;Nedd9;Myh9;Llgl1;Csnk1d;Kntc1;Arhgdia;Cep131;Cdc27;Notch2;Kptn;Tubd1;Nin;Top2a;Nf1;Espl1;Racgap1;Trio;Cttn;Pafah1b1;Cdc42ep4"
"Hallmark","HALLMARK_HEDGEHOG_SIGNALING",0.147058823529412,0.283376399655469,-0.438574616297126,-1.28078507482584,24,10,"22253;218397;17886;21887;14766;12569;18015;18186;21838;319504","Unc5c;Rasa1;Myh9;Tle3;Adgrg1;Cdk5r1;Nf1;Nrp1;Thy1;Nrcam"
"Hallmark","HALLMARK_HYPOXIA",0.155325443786982,0.283376399655469,-0.281654269078864,-1.17216661690643,168,46,"13008;54371;20198;12111;13808;18750;14042;18452;14387;109042;15529;18787;11520;74747;16009;16948;20527;105785;21809;17886;57875;21817;12831;83397;216136;15476;20893;21810;13358;14635;11541;93692;15531;14936;12226;11977;13638;12306;14815;19285;56277;14281;20778;14735;12389;14733","Csrp2;Chst2;S100a4;Bgn;Eno3;Prkca;Ext1;P4ha2;Gaa;Cavin3;Sdc2;Serpine1;Plin2;Ddit4;Igfbp3;Lox;Slc2a3;Kdelr3;Tgfb3;Myh9;Angptl4;Tgm2;Col5a1;Akap12;Ilvbl;Hs3st1;Bhlhe40;Tgfbi;Slc25a1;Galk1;Adora2b;Glrx;Ndst1;Gys1;Btg1;Atp7a;Efna3;Anxa2;Nr3c1;Cavin1;Tmem45a;Fos;Scarb1;Gpc4;Cav1;Gpc1"
"Hallmark","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.156146179401993,0.283376399655469,-0.35748677095511,-1.23818393296727,56,14,"12494;54635;20306;15979;12977;18414;15980;16195;14784;20848;12702;16161;11479;16177","Cd38;Pdgfc;Ccl7;Ifngr1;Csf1;Osmr;Ifngr2;Il6st;Grb2;Stat3;Socs3;Il12rb1;Acvr1b;Il1r1"
"Hallmark","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.154285714285714,0.283376399655469,-0.27437416692257,-1.16567908081432,190,56,"109754;67863;18984;66445;52538;11370;69833;11429;67130;66841;11951;51798;18242;109672;67460;71679;22333;12864;24030;66594;67442;22272;30055;110826;17449;210009;12028;66945;59040;11655;67994;75406;57279;110842;12894;17448;66525;66043;68202;78920;223696;70383;68197;66335;66407;56451;54411;269951;11364;69089;69802;28185;15929;30056;338359;18293","Cyb5r3;Slc25a11;Por;Cyc1;Acaa2;Acadvl;Polr2f;Aco2;Ndufa6;Etfdh;Atp5mc1;Ech1;Oat;Cyb5a;Decr1;Atp5pd;Vdac1;Cox6c;Mrps12;Uqcr11;Retsat;Uqcrq;Timm13;Etfb;Mdh1;Mtrr;Bax;Sdha;Rhot1;Alas1;Mrps11;Ndufs7;Slc25a20;Etfa;Cpt1a;Mdh2;Timm50;Atp5f1d;Ndufa5;Dlst;Tomm22;Cox10;Ndufc2;Atp6v1c1;Mrps15;Suclg1;Atp6ap1;Idh2;Acadm;Oxa1l;Cox11;Tomm70a;Idh3g;Timm9;Supv3l1;Ogdh"
"Hallmark","HALLMARK_APICAL_SURFACE",0.190721649484536,0.332282712511939,-0.401035562728368,-1.21808298441258,28,8,"20312;14451;237847;72043;11820;74762;14866;14462","Cx3cl1;Gas1;Rtn4rl1;Sulf2;App;Mdga1;Gstm5;Gata3"
"Hallmark","HALLMARK_NOTCH_SIGNALING",0.202020202020202,0.332282712511939,-0.398025481154348,-1.20473832218442,27,14,"14362;18750;18128;22418;14534;56438;103583;18129;12443;14369;207521;16848;15205;21402","Fzd1;Prkca;Notch1;Wnt5a;Kat2a;Rbx1;Fbxw11;Notch2;Ccnd1;Fzd7;Dtx4;Lfng;Hes1;Skp1"
"Hallmark","HALLMARK_UV_RESPONSE_UP",0.203438395415473,0.332282712511939,0.26009016605631,1.12533201011024,124,26,"12660;14411;66144;14590;14825;99681;19182;13728;11910;12367;53319;81489;17096;12228;14660;12125;17713;20867;18550;18671;11852;14282;433375;66427;56177;245841","Chka;Slc6a12;Atp6v1f;Ggh;Cxcl1;Tchh;Psmc3;Mark2;Atf3;Casp3;Nxf1;Dnajb1;Lyn;Btg3;Gls;Bcl2l11;Grpel1;Stip1;Furin;Abcb1a;Rhob;Fosb;Creg1;Cyb5b;Olfm1;Polr2h"
"Hallmark","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.227272727272727,0.35793392714077,0.247548516434537,1.11412405883414,151,53,"14190;19225;15958;18712;71664;18783;12367;65972;60533;22670;50523;18578;56421;246696;268749;16168;59027;110168;17979;71586;56045;100121;229003;231655;98999;66552;30934;20821;67138;56791;12575;58185;52668;27056;209086;19106;64685;21929;234311;15945;17858;11861;24105;17874;547253;16169;243771;67775;15959;71805;16912;16391;54123","Fgl2;Ptgs2;Ifit2;Pim1;Tmt1b;Pla2g4a;Casp3;Ifi30;Cd274;Trim26;Lats2;Pde4b;Pfkp;Slc25a28;Rnf31;Il15;Nampt;Gpr18;Ncoa3;Ifih1;Samhd1;Tdrd7;Helz2;Oasl1;Znfx1;Sppl2a;Tor1b;Trim21;Herc6;Ube2l6;Cdkn1a;Rsad2;Ifi27;Irf5;Samd9l;Eif2ak2;Nmi;Tnfaip3;Ddx60;Cxcl10;Mx2;Arl4a;Rbck1;Myd88;Parp14;Il15ra;Parp12;Rtp4;Ifit3;Nup93;Psmb9;Irf9;Irf7"
"Hallmark","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.237463126843658,0.35793392714077,-0.26571387366167,-1.10751426285185,169,46,"67916;14584;20393;21847;18412;13655;20725;16878;65112;22151;18037;12977;17118;18787;15980;192656;56376;20527;21928;16195;19696;21807;74646;20850;12702;50723;20893;16600;67972;11796;17869;19288;21930;13653;16362;12226;12443;21664;21942;67035;211770;14528;11303;71712;14281;19698","Plpp3;Gfpt2;Sgk1;Klf10;Sqstm1;Egr3;Serpinb8;Lif;Pmepa1;Tubb2a;Nfkbie;Csf1;Marcks;Serpine1;Ifngr2;Ripk2;Pdlim5;Slc2a3;Tnfaip2;Il6st;Rel;Tsc22d1;Spsb1;Stat5a;Socs3;Icosl;Bhlhe40;Klf4;Atp2b1;Birc3;Myc;Ptx3;Tnfaip6;Egr1;Irf1;Btg1;Ccnd1;Phlda1;Tnfrsf9;Dnajb4;Trib1;Gch1;Abca1;Dram1;Fos;Relb"
"Hallmark","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.241057542768274,0.35793392714077,-0.288948699793333,-1.14009615520555,110,27,"22631;109075;22151;72599;74747;192170;110960;105785;104625;20416;218343;22433;52530;20818;27998;29810;55963;22027;76976;67398;69162;105148;56494;13681;11911;107513;50907","Ywhaz;Exosc4;Tubb2a;Pdia5;Ddit4;Eif4a3;Tars1;Kdelr3;Cnot6;Shc1;Skic3;Xbp1;Nhp2;Srprb;Exosc5;Bag3;Slc1a4;Hsp90b1;Arxes2;Srpra;Sec31a;Iars1;Gosr2;Eif4a1;Atf4;Ssr1;Preb"
"Hallmark","HALLMARK_COAGULATION",0.281150159744409,0.397476340694006,-0.303781836689106,-1.12249150355432,75,21,"21859;21857;18787;20692;76453;14544;17395;16952;16993;13036;54381;16398;67898;20196;236733;12266;13039;14069;23921;14268;18791","Timp3;Timp1;Serpine1;Sparc;Prss23;Gda;Mmp9;Anxa1;Lta4h;Ctsh;Cpq;Itga2;Pef1;S100a13;Usp11;C3;Ctsl;F8;Sh2b2;Fn1;Plat"
"Hallmark","HALLMARK_PEROXISOME",0.28391167192429,0.397476340694006,-0.299273205192452,-1.11392431495897,77,31,"20524;26874;13385;12903;110196;12287;51798;19299;73836;12257;21973;67442;11666;20238;17252;23986;74754;11430;67283;76524;20348;56690;20280;269951;18632;68801;26889;66307;66437;319554;72129","Slc25a17;Abcd2;Dlg4;Crabp1;Fdps;Cacna1b;Ech1;Abcd3;Slc35b2;Tspo;Top2a;Retsat;Abcd1;Atxn1;Rdh11;Eci2;Dhcr24;Acox1;Slc25a19;Cln6;Sema3c;Mlycd;Scp2;Idh2;Pex11b;Elovl5;Cln8;Isoc1;Fis1;Idi1;Pex13"
"Hallmark","HALLMARK_DNA_REPAIR",0.324522760646109,0.44171153532387,-0.25760394840905,-1.05994033481937,143,41,"76025;223921;66914;11636;14923;69833;21343;19718;11512;21681;20922;69263;69020;56438;50773;21357;106344;17129;268395;17749;382985;194309;74167;27632;22171;18971;66464;16881;236733;22059;69920;74414;24075;27369;18102;18968;72151;68969;13135;20022;66420","Cant1;Aaas;Vps28;Ak1;Guk1;Polr2f;Taf6;Rfc2;Adcy6;Alyref;Supt4a;Rfc3;Zfp707;Rbx1;Nt5c;Tarbp2;Rfc4;Smad5;Mpg;Polr2k;Rrm2b;Vps37d;Nudt9;Nelfe;Tyms;Pold1;Taf12;Lig1;Usp11;Trp53;Polr2i;Polr3c;Taf10;Dguok;Nme1;Pola1;Rfc5;Eif1b;Dad1;Polr2j;Polr2e"
"Hallmark","HALLMARK_ALLOGRAFT_REJECTION",0.351822503961965,0.463208993357179,-0.273966883950897,-1.05772476378302,101,29,"23880;21857;20306;16878;15979;55944;12988;12977;76784;15980;192656;17395;12332;276770;50723;16161;21808;12578;12035;56468;11785;12189;16190;79221;22375;14102;16149;21838;18102","Fyb1;Timp1;Ccl7;Lif;Ifngr1;Eif3d;Csk;Csf1;Mtif2;Ifngr2;Ripk2;Mmp9;Capg;Eif5a;Icosl;Il12rb1;Tgfb2;Cdkn2a;Bcat1;Socs5;Apbb1;Brca1;Il4ra;Hdac9;Wars1;Fas;Cd74;Thy1;Nme1"
